ID;Nombre;Partido;Asistencia;Observacion;Hora Ingreso;ID_Sesion;ID_Legislatura
60;Hirsch Goldschmidt Tomás;IND;A;;10:20;100;370
61;Ibáñez Cotroneo Diego;PCS;A;;10:48;100;370
62;Ilabaca Cerda Marcos;PS;A;;10:14;100;370
63;Irarrázaval Rossel Juan Manuel;PREP;A;;10:13;100;370
64;Jiles Moreno Pamela;PH;A;;11:47;100;370
65;Jouannet Valderrama Andrés;IND;A;;10:12;100;370
66;Jürgensen Rundshagen Harry;IND;A;;10:10;100;370
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;10:10;100;370
68;Labbé Martínez Cristian;UDI;A;;12:14;100;370
69;Labra Besserer Paula;IND;I;LM;-;100;370
70;Lagomarsino Guzmán Tomás;IND;A;;10:21;100;370
71;Lavín León Joaquín;UDI;A;;13:00;100;370
72;Leal Bizama Henry;UDI;I;MO;-;100;370
73;Lee Flores Enrique;PRI;A;;10:13;100;370
74;Leiva Carvajal Raúl;PS;A;;10:26;100;370
75;Lilayu Vivanco Daniel;UDI;A;;10:10;100;370
76;Longton Herrera Andrés;RN;A;;10:10;100;370
77;Malla Valenzuela Luis;LIBERAL;A;;10:55;100;370
78;Manouchehri Lobos Daniel;PS;A;;10:10;100;370
79;Martínez Ramírez Cristóbal;UDI;A;;10:10;100;370
80;Marzán Pinto Carolina;PPD;I;;-;100;370
81;Matheson Villán Christian;IND;I;APLP;-;100;370
82;Medina Vásquez Karen;PDG;A;;11:21;100;370
83;Mellado Pino Cosme;PRSD;A;;10:10;100;370
84;Mellado Suazo Miguel;RN;A;;10:10;100;370
85;Melo Contreras Daniel;PS;A;;10:28;100;370
86;Meza Pereira José Carlos;PREP;A;;11:00;100;370
87;Mirosevic Verdugo Vlado;LIBERAL;A;;10:10;100;370
88;Mix Jiménez Claudia;COMUNES;A;;13:09;100;370
89;Molina Milman Helia;PPD;A;;10:48;100;370
90;Morales Alvarado Javiera;CS;A;;10:59;100;370
91;Morales Maldonado Carla;RN;A;;10:10;100;370
92;Moreira Barros Cristhian;UDI;A;;10:10;100;370
93;Moreno Bascur Benjamín;PREP;A;;10:10;100;370
94;Mulet Martínez Jaime;FRVS;A;;10:10;100;370
95;Muñoz González Francesca;RN;A;;10:10;100;370
96;Musante Müller Camila;IND;A;;10:41;100;370
97;Naranjo Ortiz Jaime;PS;A;;10:10;100;370
98;Naveillan Arriagada Gloria;PDG;A;;10:39;100;370
99;Nuyado Ancapichún Emilia;PS;I;LM;-;100;370
100;Ñanco Vásquez Ericka;PRD;A;;11:48;100;370
101;Ojeda Rebolledo Mauricio;IND;A;;10:10;100;370
102;Olivera De La Fuente Erika;IND;A;;10:10;100;370
103;Orsini Pascal Maite;PRD;A;;11:03;100;370
104;Ossandón Irarrázabal Ximena;RN;A;;10:10;100;370
105;Oyarzo Figueroa Rubén Darío;PDG;A;;10:53;100;370
106;Palma Pérez Hernán;IND;A;;10:10;100;370
107;Pérez Cartes Marlene;IND;A;;10:10;100;370
108;Pérez Olea Joanna;DC;A;;10:12;100;370
109;Pérez Salinas Catalina;PRD;A;;10:44;100;370
110;Pino Fuentes Víctor Alejandro;PDG;A;;12:49;100;370
111;Pizarro Sierra Lorena;PC;A;;10:11;100;370
112;Placencia Cabello Alejandra;PC;A;;10:29;100;370
113;Pulgar Castillo Francisco;IND;A;;10:11;100;370
114;Ramírez Diez Guillermo;UDI;A;;10:38;100;370
115;Ramírez Pascal Matías;PC;I;IG;-;100;370
116;Raphael Mora Marcia;RN;A;;10:10;100;370
117;Rathgeb Schifferli Jorge;RN;A;;10:10;100;370
118;Rey Martínez Hugo;RN;A;;10:16;100;370
119;Riquelme Aliaga Marcela;IND;I;MO;-;100;370
120;Rivas Sánchez Gaspar;PDG;A;;10:52;100;370
121;Rojas Valderrama Camila;COMUNES;A;;13:04;100;370
122;Romero Leiva Agustín;PREP;A;;10:10;100;370
123;Romero Sáez Leonidas;IND;A;;10:10;100;370
124;Romero Talguia Natalia;IND;A;;10:43;100;370
125;Rosas Barrientos Patricio;IND;I;LM;-;100;370
126;Sáez Quiroz Jaime;PRD;A;;10:10;100;370
127;Saffirio Espinoza Jorge;DC;A;;10:10;100;370
128;Sagardia Cabezas Clara;IND;A;;10:10;100;370
129;Sánchez Ossa Luis;PREP;A;;10:15;100;370
130;Santana Castillo Juan;PS;A;;10:16;100;370
131;Santibáñez Novoa Marisela;PC;A;;10:23;100;370
132;Sauerbaum Muñoz Frank;RN;A;;10:10;100;370
133;Schalper Sepúlveda Diego;RN;A;;10:10;100;370
134;Schneider Videla Emilia;COMUNES;A;;10:18;100;370
135;Schubert Rubio Stephan;IND;A;;10:10;100;370
136;Sepúlveda Soto Alexis;PRSD;A;;10:41;100;370
137;Serrano Salazar Daniela;PC;A;;10:10;100;370
138;Soto Ferrada Leonardo;PS;A;;10:10;100;370
139;Soto Mardones Raúl;PPD;A;;10:42;100;370
140;Sulantay Olivares Marco Antonio;UDI;A;;10:10;100;370
141;Tapia Ramos Cristián;IND;A;;10:30;100;370
142;Teao Drago Hotuiti;IND;A;;10:10;100;370
143;Tello Rojas Carolina;PC;A;;10:30;100;370
144;Trisotti Martínez Renzo;UDI;A;;10:14;100;370
145;Ulloa Aguilera Héctor;IND;A;;10:18;100;370
146;Undurraga Gazitúa Francisco;EVOP;A;;10:14;100;370
147;Undurraga Vicuña Alberto;DC;A;;10:25;100;370
148;Urruticoechea Ríos Cristóbal;PREP;A;;10:10;100;370
149;Veloso Ávila Consuelo;PRD;A;;11:55;100;370
150;Venegas Salazar Nelson;PS;I;PMP;-;100;370
151;Videla Castillo Sebastián;IND;A;;10:10;100;370
152;Von Mühlenbrock Zamora Gastón;UDI;A;;10:28;100;370
153;Weisse Novoa Flor;UDI;A;;10:11;100;370
154;Winter Etcheberry Gonzalo;PCS;I;PMP;-;100;370
155;Yeomans Araya Gael;PCS;A;;10:10;100;370
1;Acevedo Sáez María Candelaria;PC;A;;10:06;101;370
2;Aedo Jeldres Eric;DC;A;;10:22;101;370
3;Ahumada Palma Yovana;PDG;A;;10:13;101;370
4;Alessandri Vergara Jorge;UDI;A;;12:13;101;370
5;Alinco Bustos René;IND;A;;10:06;101;370
6;Araya Guerrero Jaime;IND;A;;10:06;101;370
7;Araya Lerdo De Tejada Cristián;PREP;I;MO;-;101;370
8;Arce Castro Mónica;IND;I;MO;-;101;370
9;Arroyo Muñoz Roberto;PDG;I;LM;-;101;370
10;Astudillo Peiretti Danisa;PS;I;IG;-;101;370
11;Barchiesi Chávez Chiara;PREP;A;;10:06;101;370
12;Barrera Moreno Boris;PC;A;;10:08;101;370
13;Barría Angulo Héctor;DC;A;;10:06;101;370
14;Becker Alvear Miguel Ángel;RN;A;;10:06;101;370
15;Bello Campos María Francisca;PCS;A;;10:17;101;370
16;Beltrán Silva Juan Carlos;RN;I;MO;-;101;370
17;Benavente Vergara Gustavo;UDI;A;;10:06;101;370
18;Berger Fett Bernardo;IND;A;;10:06;101;370
19;Bernales Maldonado Alejandro;LIBERAL;A;;10:06;101;370
20;Bianchi Chelech Carlos;IND;A;;10:06;101;370
21;Bobadilla Muñoz Sergio;UDI;I;MO;-;101;370
22;Bórquez Montecinos Fernando;UDI;A;;10:06;101;370
23;Bravo Castro Ana María;PS;A;;10:11;101;370
24;Bravo Salinas Marta;UDI;A;;10:10;101;370
25;Brito Hasbún Jorge;PRD;I;LM;-;101;370
26;Bugueño Sotelo Félix;FRVS;A;;10:19;101;370
27;Bulnes Núñez Mercedes;IND;I;PECP;-;101;370
28;Calisto Águila Miguel Ángel;DC;I;MO;-;101;370
29;Camaño Cárdenas Felipe;IND;A;;10:06;101;370
30;Cariola Oliva Karol;PC;I;MO;-;101;370
31;Carter Fernández Álvaro;UDI;A;;10:12;101;370
32;Castillo Rojas Nathalie;PC;A;;10:14;101;370
33;Castro Bascuñán José Miguel;RN;A;;12:53;101;370
34;Celis Montt Andrés;RN;I;IG;-;101;370
35;Cicardini Milla Daniella;PS;A;;10:21;101;370
36;Cid Versalovic Sofía;RN;I;PECP;-;101;370
37;Cifuentes Lillo Ricardo;DC;I;;-;101;370
38;Coloma Álamos Juan Antonio;UDI;A;;10:06;101;370
39;Concha Smith Sara;PCC;A;;10:13;101;370
40;Cordero Velásquez María Luisa;IND;A;;10:06;101;370
41;Cornejo Lagos Eduardo;UDI;A;;11:33;101;370
42;Cuello Peña Y Lillo Luis Alberto;PC;A;;-;101;370
43;De La Carrera Correa Gonzalo;IND;A;;12:20;101;370
44;De Rementería Venegas Tomás;IND;A;;11:18;101;370
45;Del Real Mihovilovic Catalina;RN;I;PMP;-;101;370
46;Delgado Riquelme Viviana;PEV;A;;10:06;101;370
47;Donoso Castro Felipe;UDI;A;;10:06;101;370
48;Durán Espinoza Jorge;RN;A;;11:34;101;370
49;Durán Salinas Eduardo;RN;A;;10:06;101;370
50;Flores Oporto Camila;RN;I;LM;-;101;370
51;Fries Monleón Lorena;IND;I;PECP;-;101;370
52;Fuenzalida Cobo Juan;UDI;A;;10:06;101;370
53;Gazmuri Vieira Ana María;IND;A;;11:28;101;370
54;Giordano Salazar Andrés;IND;A;;10:38;101;370
55;González Gatica Félix;PEV;A;;10:21;101;370
56;González Olea Marta;IND;I;;-;101;370
57;González Villarroel Mauro;RN;A;;10:06;101;370
58;Guzmán Zepeda Jorge;EVOP;A;;10:06;101;370
59;Hertz Cádiz Carmen;PC;I;IG;-;101;370
60;Hirsch Goldschmidt Tomás;IND;A;;10:23;101;370
61;Ibáñez Cotroneo Diego;PCS;A;;-;101;370
62;Ilabaca Cerda Marcos;PS;A;;10:06;101;370
63;Irarrázaval Rossel Juan Manuel;PREP;A;;10:14;101;370
64;Jiles Moreno Pamela;PH;A;;10:31;101;370
65;Jouannet Valderrama Andrés;IND;A;;10:06;101;370
66;Jürgensen Rundshagen Harry;IND;A;;10:06;101;370
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;-;101;370
68;Labbé Martínez Cristian;UDI;A;;11:26;101;370
69;Labra Besserer Paula;IND;I;LM;-;101;370
70;Lagomarsino Guzmán Tomás;IND;A;;11:51;101;370
71;Lavín León Joaquín;UDI;A;;11:56;101;370
72;Leal Bizama Henry;UDI;I;MO;-;101;370
73;Lee Flores Enrique;PRI;A;;10:22;101;370
74;Leiva Carvajal Raúl;PS;A;;11:39;101;370
75;Lilayu Vivanco Daniel;UDI;A;;10:06;101;370
76;Longton Herrera Andrés;RN;A;;10:06;101;370
77;Malla Valenzuela Luis;LIBERAL;A;;10:49;101;370
78;Manouchehri Lobos Daniel;PS;A;;10:22;101;370
79;Martínez Ramírez Cristóbal;UDI;A;;10:09;101;370
80;Marzán Pinto Carolina;PPD;I;;-;101;370
81;Matheson Villán Christian;IND;I;APLP;-;101;370
82;Medina Vásquez Karen;PDG;A;;10:23;101;370
83;Mellado Pino Cosme;PRSD;A;;10:24;101;370
84;Mellado Suazo Miguel;RN;A;;10:06;101;370
85;Melo Contreras Daniel;PS;A;;10:45;101;370
86;Meza Pereira José Carlos;PREP;A;;11:07;101;370
87;Mirosevic Verdugo Vlado;LIBERAL;A;;10:06;101;370
88;Mix Jiménez Claudia;COMUNES;A;;10:06;101;370
89;Molina Milman Helia;PPD;A;;10:30;101;370
90;Morales Alvarado Javiera;CS;A;;10:06;101;370
91;Morales Maldonado Carla;RN;A;;10:06;101;370
92;Moreira Barros Cristhian;UDI;A;;10:06;101;370
93;Moreno Bascur Benjamín;PREP;A;;12:46;101;370
94;Mulet Martínez Jaime;FRVS;A;;12:44;101;370
95;Muñoz González Francesca;RN;A;;10:14;101;370
96;Musante Müller Camila;IND;A;;10:06;101;370
97;Naranjo Ortiz Jaime;PS;A;;10:06;101;370
98;Naveillan Arriagada Gloria;PDG;I;IG;-;101;370
99;Nuyado Ancapichún Emilia;PS;I;LM;-;101;370
100;Ñanco Vásquez Ericka;PRD;A;;10:06;101;370
101;Ojeda Rebolledo Mauricio;IND;A;;10:06;101;370
102;Olivera De La Fuente Erika;IND;A;;10:06;101;370
103;Orsini Pascal Maite;PRD;A;;11:17;101;370
104;Ossandón Irarrázabal Ximena;RN;A;;10:06;101;370
105;Oyarzo Figueroa Rubén Darío;PDG;A;;10:06;101;370
106;Palma Pérez Hernán;IND;A;;10:18;101;370
107;Pérez Cartes Marlene;IND;A;;10:21;101;370
108;Pérez Olea Joanna;DC;I;MO;-;101;370
109;Pérez Salinas Catalina;PRD;A;;10:13;101;370
110;Pino Fuentes Víctor Alejandro;PDG;A;;12:04;101;370
111;Pizarro Sierra Lorena;PC;A;;10:06;101;370
112;Placencia Cabello Alejandra;PC;A;;10:08;101;370
113;Pulgar Castillo Francisco;IND;A;;10:23;101;370
114;Ramírez Diez Guillermo;UDI;A;;11:25;101;370
115;Ramírez Pascal Matías;PC;I;IG;-;101;370
116;Raphael Mora Marcia;RN;A;;10:15;101;370
117;Rathgeb Schifferli Jorge;RN;A;;10:06;101;370
118;Rey Martínez Hugo;RN;A;;10:06;101;370
119;Riquelme Aliaga Marcela;IND;I;MO;-;101;370
120;Rivas Sánchez Gaspar;PDG;A;;11:19;101;370
121;Rojas Valderrama Camila;COMUNES;A;;10:50;101;370
122;Romero Leiva Agustín;PREP;A;;10:08;101;370
123;Romero Sáez Leonidas;IND;A;;10:06;101;370
124;Romero Talguia Natalia;IND;A;;11:25;101;370
125;Rosas Barrientos Patricio;IND;I;LM;-;101;370
126;Sáez Quiroz Jaime;PRD;A;;10:24;101;370
127;Saffirio Espinoza Jorge;DC;A;;10:06;101;370
128;Sagardia Cabezas Clara;IND;A;;10:06;101;370
129;Sánchez Ossa Luis;PREP;A;;-;101;370
130;Santana Castillo Juan;PS;A;;11:00;101;370
131;Santibáñez Novoa Marisela;PC;A;;10:07;101;370
132;Sauerbaum Muñoz Frank;RN;A;;10:06;101;370
133;Schalper Sepúlveda Diego;RN;A;;11:19;101;370
134;Schneider Videla Emilia;COMUNES;A;;10:23;101;370
135;Schubert Rubio Stephan;IND;A;;-;101;370
136;Sepúlveda Soto Alexis;PRSD;A;;10:06;101;370
137;Serrano Salazar Daniela;PC;A;;10:06;101;370
138;Soto Ferrada Leonardo;PS;A;;10:24;101;370
139;Soto Mardones Raúl;PPD;A;;10:07;101;370
140;Sulantay Olivares Marco Antonio;UDI;A;;10:17;101;370
141;Tapia Ramos Cristián;IND;A;;10:17;101;370
142;Teao Drago Hotuiti;IND;A;;10:06;101;370
143;Tello Rojas Carolina;PC;A;;10:18;101;370
144;Trisotti Martínez Renzo;UDI;A;;10:06;101;370
145;Ulloa Aguilera Héctor;IND;A;;11:04;101;370
146;Undurraga Gazitúa Francisco;EVOP;A;;12:35;101;370
147;Undurraga Vicuña Alberto;DC;A;;10:33;101;370
148;Urruticoechea Ríos Cristóbal;PREP;A;;10:06;101;370
149;Veloso Ávila Consuelo;PRD;A;;11:28;101;370
150;Venegas Salazar Nelson;PS;A;;12:40;101;370
151;Videla Castillo Sebastián;IND;I;;-;101;370
152;Von Mühlenbrock Zamora Gastón;UDI;A;;11:09;101;370
153;Weisse Novoa Flor;UDI;A;;10:06;101;370
154;Winter Etcheberry Gonzalo;PCS;A;;10:59;101;370
155;Yeomans Araya Gael;PCS;A;;10:45;101;370
1;Acevedo Sáez María Candelaria;PC;A;;14:33;102;370
2;Aedo Jeldres Eric;DC;A;;14:49;102;370
3;Ahumada Palma Yovana;PDG;I;;-;102;370
4;Alessandri Vergara Jorge;UDI;A;;14:59;102;370
5;Alinco Bustos René;IND;A;;14:37;102;370
6;Araya Guerrero Jaime;IND;A;;14:47;102;370
7;Araya Lerdo De Tejada Cristián;PREP;A;;14:43;102;370
8;Arce Castro Mónica;IND;A;;14:35;102;370
9;Arroyo Muñoz Roberto;PDG;I;LM;-;102;370
10;Astudillo Peiretti Danisa;PS;A;;14:34;102;370
11;Barchiesi Chávez Chiara;PREP;A;;14:30;102;370
12;Barrera Moreno Boris;PC;A;;14:33;102;370
13;Barría Angulo Héctor;DC;A;;14:39;102;370
14;Becker Alvear Miguel Ángel;RN;A;;14:30;102;370
15;Bello Campos María Francisca;PCS;A;;14:30;102;370
16;Beltrán Silva Juan Carlos;RN;A;;14:30;102;370
17;Benavente Vergara Gustavo;UDI;A;;14:39;102;370
18;Berger Fett Bernardo;IND;A;;14:35;102;370
19;Bernales Maldonado Alejandro;LIBERAL;A;;14:35;102;370
20;Bianchi Chelech Carlos;IND;A;;14:39;102;370
21;Bobadilla Muñoz Sergio;UDI;A;;14:30;102;370
22;Bórquez Montecinos Fernando;UDI;A;;14:30;102;370
23;Bravo Castro Ana María;PS;A;;14:34;102;370
24;Bravo Salinas Marta;UDI;A;;14:44;102;370
25;Brito Hasbún Jorge;PRD;I;LM;-;102;370
26;Bugueño Sotelo Félix;FRVS;A;;15:30;102;370
27;Bulnes Núñez Mercedes;IND;A;;14:30;102;370
28;Calisto Águila Miguel Ángel;IND;A;;14:34;102;370
29;Camaño Cárdenas Felipe;IND;A;;15:09;102;370
30;Cariola Oliva Karol;PC;A;;14:30;102;370
31;Carter Fernández Álvaro;UDI;A;;14:33;102;370
32;Castillo Rojas Nathalie;PC;I;PMP;-;102;370
33;Castro Bascuñán José Miguel;RN;I;IG;-;102;370
34;Celis Montt Andrés;RN;A;;14:37;102;370
35;Cicardini Milla Daniella;PS;A;;14:30;102;370
36;Cid Versalovic Sofía;RN;A;;14:30;102;370
37;Cifuentes Lillo Ricardo;DC;A;;14:42;102;370
38;Coloma Álamos Juan Antonio;UDI;A;;14:33;102;370
39;Concha Smith Sara;PCC;A;;14:30;102;370
40;Cordero Velásquez María Luisa;IND;A;;14:30;102;370
41;Cornejo Lagos Eduardo;UDI;A;;14:30;102;370
42;Cuello Peña Y Lillo Luis Alberto;PC;A;;14:31;102;370
43;De La Carrera Correa Gonzalo;IND;A;;14:30;102;370
44;De Rementería Venegas Tomás;IND;A;;14:57;102;370
45;Del Real Mihovilovic Catalina;RN;A;;14:32;102;370
46;Delgado Riquelme Viviana;PEV;A;;14:30;102;370
47;Donoso Castro Felipe;UDI;A;;14:30;102;370
48;Durán Espinoza Jorge;RN;A;;14:32;102;370
49;Durán Salinas Eduardo;RN;A;;14:41;102;370
50;Flores Oporto Camila;RN;I;LM;-;102;370
51;Fries Monleón Lorena;IND;A;;14:30;102;370
52;Fuenzalida Cobo Juan;UDI;A;;14:30;102;370
53;Gazmuri Vieira Ana María;IND;A;;14:30;102;370
54;Giordano Salazar Andrés;IND;A;;14:33;102;370
55;González Gatica Félix;PEV;A;;14:33;102;370
56;González Olea Marta;IND;I;;-;102;370
57;González Villarroel Mauro;RN;A;;14:30;102;370
58;Guzmán Zepeda Jorge;EVOP;A;;14:38;102;370
59;Hertz Cádiz Carmen;PC;A;;14:30;102;370
60;Hirsch Goldschmidt Tomás;IND;A;;14:38;102;370
61;Ibáñez Cotroneo Diego;PCS;A;;14:30;102;370
62;Ilabaca Cerda Marcos;PS;A;;14:30;102;370
63;Irarrázaval Rossel Juan Manuel;PREP;A;;14:37;102;370
64;Jiles Moreno Pamela;PH;A;;14:30;102;370
65;Jouannet Valderrama Andrés;IND;A;;14:31;102;370
66;Jürgensen Rundshagen Harry;IND;A;;14:30;102;370
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;14:30;102;370
68;Labbé Martínez Cristian;UDI;A;;14:42;102;370
69;Labra Besserer Paula;IND;A;;14:32;102;370
70;Lagomarsino Guzmán Tomás;IND;A;;14:30;102;370
71;Lavín León Joaquín;UDI;A;;14:33;102;370
72;Leal Bizama Henry;UDI;A;;14:30;102;370
73;Lee Flores Enrique;PRI;A;;15:17;102;370
74;Leiva Carvajal Raúl;PS;A;;14:31;102;370
75;Lilayu Vivanco Daniel;UDI;A;;14:31;102;370
76;Longton Herrera Andrés;RN;A;;14:30;102;370
77;Malla Valenzuela Luis;LIBERAL;A;;15:13;102;370
78;Manouchehri Lobos Daniel;PS;A;;14:30;102;370
79;Martínez Ramírez Cristóbal;UDI;A;;14:30;102;370
80;Marzán Pinto Carolina;PPD;A;;14:39;102;370
81;Matheson Villán Christian;IND;A;;14:35;102;370
82;Medina Vásquez Karen;PDG;A;;14:35;102;370
83;Mellado Pino Cosme;PRSD;A;;16:16;102;370
84;Mellado Suazo Miguel;RN;A;;14:30;102;370
85;Melo Contreras Daniel;PS;A;;14:52;102;370
86;Meza Pereira José Carlos;PREP;A;;14:41;102;370
87;Mirosevic Verdugo Vlado;LIBERAL;A;;14:33;102;370
88;Mix Jiménez Claudia;COMUNES;A;;14:30;102;370
89;Molina Milman Helia;PPD;A;;14:45;102;370
90;Morales Alvarado Javiera;CS;A;;14:34;102;370
91;Morales Maldonado Carla;RN;A;;14:30;102;370
92;Moreira Barros Cristhian;UDI;A;;14:30;102;370
93;Moreno Bascur Benjamín;PREP;A;;14:43;102;370
94;Mulet Martínez Jaime;FRVS;A;;14:34;102;370
95;Muñoz González Francesca;RN;A;;14:30;102;370
96;Musante Müller Camila;IND;A;;14:52;102;370
97;Naranjo Ortiz Jaime;PS;A;;14:31;102;370
98;Naveillan Arriagada Gloria;PDG;A;;14:33;102;370
99;Nuyado Ancapichún Emilia;PS;I;LM;-;102;370
100;Ñanco Vásquez Ericka;PRD;A;;14:43;102;370
101;Ojeda Rebolledo Mauricio;IND;A;;14:51;102;370
102;Olivera De La Fuente Erika;IND;A;;14:30;102;370
103;Orsini Pascal Maite;PRD;A;;14:33;102;370
104;Ossandón Irarrázabal Ximena;RN;A;;14:32;102;370
105;Oyarzo Figueroa Rubén Darío;PDG;A;;14:30;102;370
106;Palma Pérez Hernán;IND;A;;14:46;102;370
107;Pérez Cartes Marlene;IND;A;;14:33;102;370
108;Pérez Olea Joanna;DC;A;;14:34;102;370
109;Pérez Salinas Catalina;PRD;A;;14:33;102;370
110;Pino Fuentes Víctor Alejandro;PDG;A;;14:53;102;370
111;Pizarro Sierra Lorena;PC;A;;14:34;102;370
112;Placencia Cabello Alejandra;PC;A;;14:37;102;370
113;Pulgar Castillo Francisco;IND;A;;15:14;102;370
114;Ramírez Diez Guillermo;UDI;A;;14:30;102;370
115;Ramírez Pascal Matías;PC;A;;14:37;102;370
116;Raphael Mora Marcia;RN;A;;15:10;102;370
117;Rathgeb Schifferli Jorge;RN;A;;14:30;102;370
118;Rey Martínez Hugo;RN;A;;14:30;102;370
119;Riquelme Aliaga Marcela;IND;A;;14:54;102;370
120;Rivas Sánchez Gaspar;PDG;A;;15:47;102;370
121;Rojas Valderrama Camila;COMUNES;A;;14:41;102;370
122;Romero Leiva Agustín;PREP;A;;14:30;102;370
123;Romero Sáez Leonidas;IND;I;LM;-;102;370
124;Romero Talguia Natalia;IND;A;;14:33;102;370
125;Rosas Barrientos Patricio;IND;I;LM;-;102;370
126;Sáez Quiroz Jaime;PRD;A;;14:30;102;370
127;Saffirio Espinoza Jorge;DC;A;;14:30;102;370
128;Sagardia Cabezas Clara;IND;A;;14:31;102;370
129;Sánchez Ossa Luis;PREP;A;;14:39;102;370
130;Santana Castillo Juan;PS;A;;14:57;102;370
131;Santibáñez Novoa Marisela;PC;A;;14:44;102;370
132;Sauerbaum Muñoz Frank;RN;A;;14:33;102;370
133;Schalper Sepúlveda Diego;RN;A;;14:37;102;370
134;Schneider Videla Emilia;COMUNES;A;;15:16;102;370
135;Schubert Rubio Stephan;IND;A;;14:35;102;370
136;Sepúlveda Soto Alexis;PRSD;A;;15:09;102;370
137;Serrano Salazar Daniela;PC;A;;14:30;102;370
138;Soto Ferrada Leonardo;PS;A;;14:40;102;370
139;Soto Mardones Raúl;PPD;A;;14:40;102;370
140;Sulantay Olivares Marco Antonio;UDI;A;;14:30;102;370
141;Tapia Ramos Cristián;IND;A;;14:39;102;370
142;Teao Drago Hotuiti;IND;A;;14:32;102;370
143;Tello Rojas Carolina;PC;A;;14:30;102;370
144;Trisotti Martínez Renzo;UDI;A;;14:36;102;370
145;Ulloa Aguilera Héctor;IND;A;;14:44;102;370
146;Undurraga Gazitúa Francisco;EVOP;A;;14:33;102;370
147;Undurraga Vicuña Alberto;DC;A;;14:39;102;370
