ID;Nombre;Partido;Asistencia;Observacion;Hora Ingreso;ID_Sesion;ID_Legislatura
30;Cariola Oliva Karol;PC;A;;19:30;16;372
31;Carter Fernández Álvaro;UDI;A;;19:30;16;372
32;Castillo Rojas Nathalie;PC;A;;19:36;16;372
33;Castro Bascuñán José Miguel;RN;I;IG;-;16;372
34;Celis Montt Andrés;RN;A;;19:30;16;372
35;Cicardini Milla Daniella;PS;A;;19:30;16;372
36;Cid Versalovic Sofía;RN;I;IG;-;16;372
37;Cifuentes Lillo Ricardo;DC;A;;19:30;16;372
38;Coloma Álamos Juan Antonio;UDI;A;;19:30;16;372
39;Concha Smith Sara;PSC;A;;19:32;16;372
40;Cordero Velásquez María Luisa;IND;A;;19:30;16;372
41;Cornejo Lagos Eduardo;UDI;A;;20:09;16;372
42;Cuello Peña y Lillo Luis Alberto;PC;A;;19:30;16;372
43;De la Carrera Correa Gonzalo;IND;I;PMP;-;16;372
44;De Rementería Venegas Tomás;IND;A;;19:30;16;372
45;Del Real Mihovilovic Catalina;IND;A;;19:36;16;372
46;Delgado Riquelme Viviana;IND;A;;19:30;16;372
47;Donoso Castro Felipe;UDI;A;;19:32;16;372
48;Durán Espinoza Jorge;RN;I;LM;-;16;372
49;Durán Salinas Eduardo;RN;A;;20:11;16;372
50;Flores Oporto Camila;RN;A;;19:30;16;372
51;Fries Monleón Lorena;PCS;A;;19:30;16;372
52;Fuenzalida Cobo Juan;UDI;A;;19:30;16;372
53;Gazmuri Vieira Ana María;PAH;A;;19:30;16;372
54;Giordano Salazar Andrés;IND;A;;19:30;16;372
55;González Gatica Félix;PEV;A;;19:31;16;372
56;González Olea Marta;IND;I;;-;16;372
57;González Villarroel Mauro;RN;A;;19:30;16;372
58;Guzmán Zepeda Jorge;EVOP;A;;19:30;16;372
59;Hertz Cádiz Carmen;PC;A;;19:30;16;372
60;Hirsch Goldschmidt Tomás;PAH;A;;19:31;16;372
61;Ibáñez Cotroneo Diego;PCS;I;APLP;-;16;372
62;Ilabaca Cerda Marcos;PS;A;;19:30;16;372
63;Irarrázaval Rossel Juan Manuel;PREP;A;;19:30;16;372
64;Jiles Moreno Pamela;PH;A;;19:30;16;372
65;Jouannet Valderrama Andrés;APCH;A;;19:30;16;372
66;Jürgensen Rundshagen Harry;IND;A;;19:30;16;372
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;19:30;16;372
68;Labbé Martínez Cristian;UDI;A;;19:30;16;372
69;Labra Besserer Paula;IND;A;;19:40;16;372
70;Lagomarsino Guzmán Tomás;IND;A;;19:30;16;372
71;Lavín León Joaquín;UDI;I;PMP;-;16;372
72;Leal Bizama Henry;UDI;A;;19:30;16;372
73;Lee Flores Enrique;PRI;A;;19:30;16;372
74;Leiva Carvajal Raúl;PS;A;;19:31;16;372
75;Lilayu Vivanco Daniel;UDI;A;;19:30;16;372
76;Longton Herrera Andrés;RN;A;;19:30;16;372
77;Malla Valenzuela Luis;LIBERAL;A;;19:54;16;372
78;Manouchehri Lobos Daniel;PS;A;;19:30;16;372
79;Martínez Ramírez Cristóbal;UDI;A;;19:33;16;372
80;Marzán Pinto Carolina;PPD;A;;19:39;16;372
81;Matheson Villán Christian;IND;A;;19:30;16;372
82;Medina Vásquez Karen;PDG;A;;19:33;16;372
83;Mellado Pino Cosme;PRSD;A;;19:30;16;372
84;Mellado Suazo Miguel;RN;A;;19:30;16;372
85;Melo Contreras Daniel;PS;A;;19:37;16;372
86;Meza Pereira José Carlos;PREP;A;;19:48;16;372
87;Mirosevic Verdugo Vlado;LIBERAL;A;;20:02;16;372
88;Mix Jiménez Claudia;COMUNES;A;;19:34;16;372
89;Molina Milman Helia;PPD;I;PECP;-;16;372
90;Morales Alvarado Javiera;CS;A;;19:39;16;372
91;Morales Maldonado Carla;RN;I;IG;-;16;372
92;Moreira Barros Cristhian;UDI;A;;19.30;16;372
93;Moreno Bascur Benjamín;PREP;A;;19:31;16;372
94;Mulet Martínez Jaime;FRVS;A;;19:30;16;372
95;Muñoz González Francesca;PSC;A;;19:30;16;372
96;Musante Müller Camila;IND;A;;19:31;16;372
97;Naranjo Ortiz Jaime;PS;A;;19:31;16;372
98;Naveillan Arriagada Gloria;PDG;A;;19:30;16;372
99;Nuyado Ancapichún Emilia;PS;A;;19:30;16;372
100;Ñanco Vásquez Ericka;PRD;I;LM;-;16;372
101;Ojeda Rebolledo Mauricio;IND;A;;19:30;16;372
102;Olivera De La Fuente Erika;PDCH;A;;19:30;16;372
103;Orsini Pascal Maite;PRD;A;;19:30;16;372
104;Ossandón Irarrázabal Ximena;RN;A;;19:30;16;372
105;Oyarzo Figueroa Rubén Darío;PDG;A;;19:48;16;372
106;Palma Pérez Hernán;IND;A;;19:30;16;372
107;Pérez Cartes Marlene;IND;A;;19:30;16;372
108;Pérez Olea Joanna;PDCH;A;;19:30;16;372
109;Pérez Salinas Catalina;PRD;A;;19:31;16;372
110;Pino Fuentes Víctor Alejandro;IND;A;;19:30;16;372
111;Pizarro Sierra Lorena;PC;A;;19:30;16;372
112;Placencia Cabello Alejandra;PC;A;;19:30;16;372
113;Pulgar Castillo Francisco;IND;A;;19:30;16;372
114;Ramírez Diez Guillermo;UDI;A;;19:40;16;372
115;Ramírez Pascal Matías;PC;A;;19:30;16;372
116;Raphael Mora Marcia;RN;A;;19:30;16;372
117;Rathgeb Schifferli Jorge;RN;A;;19:30;16;372
118;Rey Martínez Hugo;RN;A;;19:30;16;372
119;Riquelme Aliaga Marcela;IND;A;;19:33;16;372
120;Rivas Sánchez Gaspar;PDG;A;;19:57;16;372
121;Rojas Valderrama Camila;COMUNES;A;;19:49;16;372
122;Romero Leiva Agustín;PREP;A;;19:35;16;372
123;Romero Sáez Leonidas;IND;A;;19:30;16;372
124;Romero Talguia Natalia;IND;A;;19:30;16;372
125;Rosas Barrientos Patricio;IND;A;;19:30;16;372
126;Sáez Quiroz Jaime;PRD;A;;19:30;16;372
127;Saffirio Espinoza Jorge;PDCH;A;;20:19;16;372
128;Sagardía Cabezas Clara;IND;A;;19:30;16;372
129;Sánchez Ossa Luis;PREP;A;;19:40;16;372
130;Santana Castillo Juan;PS;A;;19:30;16;372
131;Santibáñez Novoa Marisela;IND;A;;19:30;16;372
132;Sauerbaum Muñoz Frank;RN;A;;19:30;16;372
133;Schalper Sepúlveda Diego;RN;I;PMP;-;16;372
134;Schneider Videla Emilia;PCS;A;;19:33;16;372
135;Schubert Rubio Stephan;IND;A;;19:30;16;372
136;Sepúlveda Soto Alexis;PRSD;A;;19:35;16;372
137;Serrano Salazar Daniela;PC;I;;-;16;372
138;Soto Ferrada Leonardo;PS;A;;19:30;16;372
139;Soto Mardones Raúl;PPD;A;;19:30;16;372
140;Sulantay Olivares Marco Antonio;UDI;A;;19:30;16;372
141;Tapia Ramos Cristián;IND;A;;19:37;16;372
142;Teao Drago Hotuiti;IND;A;;19:30;16;372
143;Tello Rojas Carolina;PC;A;;19:37;16;372
144;Trisotti Martínez Renzo;UDI;A;;19:38;16;372
145;Ulloa Aguilera Héctor;IND;A;;19:30;16;372
146;Undurraga Gazitúa Francisco;EVOP;I;PMP;-;16;372
147;Undurraga Vicuña Alberto;DC;I;PMP;-;16;372
148;Urruticoechea Ríos Cristóbal;PREP;A;;19:30;16;372
149;Veloso Ávila Consuelo;PRD;I;PMP;-;16;372
150;Venegas Salazar Nelson;PS;A;;19:30;16;372
151;Videla Castillo Sebastián;IND;A;;19:36;16;372
152;Von Mühlenbrock Zamora Gastón;UDI;A;;19:57;16;372
153;Weisse Novoa Flor;UDI;A;;19:36;16;372
154;Winter Etcheberry Gonzalo;PCS;A;;19:57;16;372
155;Yeomans Araya Gael;PCS;A;;19:30;16;372
1;Acevedo Sáez María Candelaria;PC;A;;10:27;17;372
2;Aedo Jeldres Eric;DC;A;;10:02;17;372
3;Ahumada Palma Yovana;IND;A;;10:02;17;372
4;Alessandri Vergara Jorge;UDI;A;;11:36;17;372
5;Alinco Bustos René;IND;A;;10:02;17;372
6;Araya Guerrero Jaime;IND;A;;10:07;17;372
7;Araya Lerdo De Tejada Cristián;PREP;I;SPCA;-;17;372
8;Arce Castro Mónica;IND;A;;10:10;17;372
9;Arroyo Muñoz Roberto;PSC;A;;10:02;17;372
10;Astudillo Peiretti Danisa;PS;A;;10:05;17;372
11;Barchiesi Chávez Chiara;PREP;A;;10:02;17;372
12;Barrera Moreno Boris;PC;A;;10:02;17;372
13;Barría Angulo Héctor;DC;A;;10:29;17;372
14;Becker Alvear Miguel Ángel;RN;A;;10:02;17;372
15;Bello Campos María Francisca;PCS;A;;10:02;17;372
16;Beltrán Silva Juan Carlos;RN;A;;10:02;17;372
17;Benavente Vergara Gustavo;UDI;A;;10:43;17;372
18;Berger Fett Bernardo;IND;A;;10:02;17;372
19;Bernales Maldonado Alejandro;LIBERAL;A;;10:03;17;372
20;Bianchi Chelech Carlos;IND;A;;10:02;17;372
21;Bobadilla Muñoz Sergio;UDI;A;;10:02;17;372
22;Bórquez Montecinos Fernando;UDI;A;;10:02;17;372
23;Bravo Castro Ana María;PS;A;;10:23;17;372
24;Bravo Salinas Marta;UDI;A;;10:02;17;372
25;Brito Hasbún Jorge;PRD;A;;10:08;17;372
26;Bugueño Sotelo Félix;IND;A;;10:02;17;372
27;Bulnes Núñez Mercedes;IND;I;IG;-;17;372
28;Calisto Águila Miguel Ángel;IND;A;;11:53;17;372
29;Camaño Cárdenas Felipe;IND;A;;10:02;17;372
30;Cariola Oliva Karol;PC;A;;11:08;17;372
31;Carter Fernández Álvaro;UDI;A;;10:20;17;372
32;Castillo Rojas Nathalie;PC;A;;10:02;17;372
33;Castro Bascuñán José Miguel;RN;A;;10:05;17;372
34;Celis Montt Andrés;RN;A;;10:02;17;372
35;Cicardini Milla Daniella;PS;A;;10:02;17;372
36;Cid Versalovic Sofía;RN;I;IG;-;17;372
37;Cifuentes Lillo Ricardo;DC;A;;10:02;17;372
38;Coloma Álamos Juan Antonio;UDI;A;;10:49;17;372
39;Concha Smith Sara;PSC;A;;10:02;17;372
40;Cordero Velásquez María Luisa;IND;A;;10:02;17;372
41;Cornejo Lagos Eduardo;UDI;A;;10:04;17;372
42;Cuello Peña Y Lillo Luis Alberto;PC;A;;10:02;17;372
43;De La Carrera Correa Gonzalo;IND;A;;12:51;17;372
44;De Rementería Venegas Tomás;IND;A;;11:06;17;372
45;Del Real Mihovilovic Catalina;IND;A;;10:05;17;372
46;Delgado Riquelme Viviana;IND;A;;10:04;17;372
47;Donoso Castro Felipe;UDI;A;;10:02;17;372
48;Durán Espinoza Jorge;RN;I;LM;-;17;372
49;Durán Salinas Eduardo;RN;A;;10:02;17;372
50;Flores Oporto Camila;RN;A;;10:02;17;372
51;Fries Monleón Lorena;PCS;A;;10:09;17;372
52;Fuenzalida Cobo Juan;UDI;A;;10:02;17;372
53;Gazmuri Vieira Ana María;PAH;A;;10:02;17;372
54;Giordano Salazar Andrés;IND;A;;10:44;17;372
55;González Gatica Félix;PEV;A;;10:08;17;372
56;González Olea Marta;IND;A;;10:02;17;372
57;González Villarroel Mauro;RN;A;;10:02;17;372
58;Guzmán Zepeda Jorge;EVOP;A;;10:22;17;372
59;Hertz Cádiz Carmen;PC;A;;10:02;17;372
60;Hirsch Goldschmidt Tomás;PAH;I;APLP;-;17;372
61;Ibáñez Cotroneo Diego;PCS;I;APLP;-;17;372
62;Ilabaca Cerda Marcos;PS;A;;10:02;17;372
63;Irarrázaval Rossel Juan Manuel;PREP;A;;10:02;17;372
64;Jiles Moreno Pamela;PH;A;;11:16;17;372
65;Jouannet Valderrama Andrés;APCH;A;;10:21;17;372
66;Jürgensen Rundshagen Harry;IND;A;;10:02;17;372
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;10:40;17;372
68;Labbé Martínez Cristian;UDI;A;;12:04;17;372
69;Labra Besserer Paula;IND;A;;11:20;17;372
70;Lagomarsino Guzmán Tomás;IND;A;;10:41;17;372
71;Lavín León Joaquín;UDI;A;;11:31;17;372
72;Leal Bizama Henry;UDI;A;;10:02;17;372
73;Lee Flores Enrique;PRI;A;;11:21;17;372
74;Leiva Carvajal Raúl;PS;A;;10:24;17;372
75;Lilayu Vivanco Daniel;UDI;A;;10:05;17;372
76;Longton Herrera Andrés;RN;A;;10:02;17;372
77;Malla Valenzuela Luis;LIBERAL;A;;10:02;17;372
78;Manouchehri Lobos Daniel;PS;A;;10:02;17;372
79;Martínez Ramírez Cristóbal;UDI;A;;11:51;17;372
80;Marzán Pinto Carolina;PPD;A;;10:02;17;372
81;Matheson Villán Christian;IND;A;;10:02;17;372
82;Medina Vásquez Karen;PDG;A;;10:02;17;372
83;Mellado Pino Cosme;PRSD;A;;10:46;17;372
84;Mellado Suazo Miguel;RN;A;;10:02;17;372
85;Melo Contreras Daniel;PS;A;;10:25;17;372
86;Meza Pereira José Carlos;PREP;A;;10:02;17;372
87;Mirosevic Verdugo Vlado;LIBERAL;A;;10:03;17;372
88;Mix Jiménez Claudia;COMUNES;A;;10:05;17;372
89;Molina Milman Helia;PPD;I;PECP;-;17;372
90;Morales Alvarado Javiera;CS;A;;10:02;17;372
91;Morales Maldonado Carla;RN;I;IG;-;17;372
92;Moreira Barros Cristhian;UDI;A;;10:08;17;372
93;Moreno Bascur Benjamín;PREP;A;;10:02;17;372
94;Mulet Martínez Jaime;FRVS;A;;12:23;17;372
95;Muñoz González Francesca;PSC;A;;10:02;17;372
96;Musante Müller Camila;IND;A;;10:12;17;372
97;Naranjo Ortiz Jaime;PS;A;;10:02;17;372
98;Naveillan Arriagada Gloria;PDG;A;;10:02;17;372
99;Nuyado Ancapichún Emilia;PS;A;;10:02;17;372
100;Ñanco Vásquez Ericka;PRD;I;LM;-;17;372
101;Ojeda Rebolledo Mauricio;IND;A;;11:17;17;372
102;Olivera De La Fuente Erika;PDCH;A;;10:02;17;372
103;Orsini Pascal Maite;PRD;A;;11:10;17;372
104;Ossandón Irarrázabal Ximena;RN;A;;10:02;17;372
105;Oyarzo Figueroa Rubén Darío;PDG;A;;10:02;17;372
106;Palma Pérez Hernán;IND;A;;10:02;17;372
107;Pérez Cartes Marlene;IND;A;;10:35;17;372
108;Pérez Olea Joanna;PDCH;A;;10:02;17;372
109;Pérez Salinas Catalina;PRD;A;;10:22;17;372
110;Pino Fuentes Víctor Alejandro;IND;A;;11:08;17;372
111;Pizarro Sierra Lorena;PC;A;;10:26;17;372
112;Placencia Cabello Alejandra;PC;A;;10:09;17;372
113;Pulgar Castillo Francisco;IND;A;;10:16;17;372
114;Ramírez Diez Guillermo;UDI;A;;10:45;17;372
115;Ramírez Pascal Matías;PC;A;;10:14;17;372
116;Raphael Mora Marcia;RN;I;IG;-;17;372
117;Rathgeb Schifferli Jorge;RN;A;;10:02;17;372
118;Rey Martínez Hugo;RN;A;;10:02;17;372
119;Riquelme Aliaga Marcela;IND;A;;11:17;17;372
120;Rivas Sánchez Gaspar;PDG;A;;12:13;17;372
121;Rojas Valderrama Camila;COMUNES;A;;10:29;17;372
122;Romero Leiva Agustín;PREP;A;;10:02;17;372
123;Romero Sáez Leonidas;IND;A;;10:02;17;372
124;Romero Talguia Natalia;IND;A;;10:37;17;372
125;Rosas Barrientos Patricio;IND;A;;10:11;17;372
126;Sáez Quiroz Jaime;PRD;A;;10:07;17;372
127;Saffirio Espinoza Jorge;PDCH;A;;10:02;17;372
128;Sagardía Cabezas Clara;IND;A;;10:02;17;372
129;Sánchez Ossa Luis;PREP;A;;10:02;17;372
130;Santana Castillo Juan;PS;A;;10:02;17;372
131;Santibáñez Novoa Marisela;IND;A;;10:49;17;372
132;Sauerbaum Muñoz Frank;RN;A;;10:02;17;372
133;Schalper Sepúlveda Diego;RN;A;;10:28;17;372
134;Schneider Videla Emilia;PCS;A;;10:02;17;372
135;Schubert Rubio Stephan;IND;A;;10:04;17;372
136;Sepúlveda Soto Alexis;PRSD;A;;10:50;17;372
137;Serrano Salazar Daniela;PC;A;;10:02;17;372
138;Soto Ferrada Leonardo;PS;A;;10:17;17;372
139;Soto Mardones Raúl;PPD;A;;12:13;17;372
140;Sulantay Olivares Marco Antonio;UDI;A;;10:02;17;372
141;Tapia Ramos Cristián;IND;A;;10:02;17;372
142;Teao Drago Hotuiti;IND;A;;10:02;17;372
143;Tello Rojas Carolina;PC;A;;10:02;17;372
144;Trisotti Martínez Renzo;UDI;A;;10:07;17;372
145;Ulloa Aguilera Héctor;IND;A;;10:28;17;372
146;Undurraga Gazitúa Francisco;EVOP;A;;10:02;17;372
147;Undurraga Vicuña Alberto;DC;I;PMP;-;17;372
148;Urruticoechea Ríos Cristóbal;PREP;A;;10:12;17;372
149;Veloso Ávila Consuelo;PRD;A;;11:50;17;372
150;Venegas Salazar Nelson;PS;A;;10:02;17;372
151;Videla Castillo Sebastián;IND;A;;10:03;17;372
152;Von Mühlenbrock Zamora Gastón;UDI;A;;11:02;17;372
153;Weisse Novoa Flor;UDI;A;;10:25;17;372
154;Winter Etcheberry Gonzalo;PCS;A;;10:36;17;372
155;Yeomans Araya Gael;PCS;A;;10:25;17;372
1;Acevedo Sáez María Candelaria;PC;A;;17:00;18;372
2;Aedo Jeldres Eric;DC;A;;17:00;18;372
3;Ahumada Palma Yovana;IND;A;;17:00;18;372
4;Alessandri Vergara Jorge;UDI;A;;17:00;18;372
5;Alinco Bustos René;IND;A;;17:00;18;372
6;Araya Guerrero Jaime;IND;A;;17:00;18;372
7;Araya Lerdo de Tejada Cristián;PREP;A;;17:00;18;372
8;Arce Castro Mónica;IND;A;;17:04;18;372
9;Arroyo Muñoz Roberto;PSC;A;;17:00;18;372
10;Astudillo Peiretti Danisa;PS;A;;17:00;18;372
11;Barchiesi Chávez Chiara;PREP;A;;17:00;18;372
12;Barrera Moreno Boris;PC;A;;17:00;18;372
13;Barría Angulo Héctor;DC;A;;17:00;18;372
14;Becker Alvear Miguel Ángel;RN;A;;17:00;18;372
15;Bello Campos María Francisca;PCS;A;;17:00;18;372
16;Beltrán Silva Juan Carlos;RN;A;;17:00;18;372
17;Benavente Vergara Gustavo;UDI;A;;17:00;18;372
18;Berger Fett Bernardo;IND;A;;17:00;18;372
19;Bernales Maldonado Alejandro;LIBERAL;A;;17:01;18;372
20;Bianchi Chelech Carlos;IND;A;;17:00;18;372
21;Bobadilla Muñoz Sergio;UDI;A;;17:01;18;372
22;Bórquez Montecinos Fernando;UDI;A;;17:00;18;372
23;Bravo Castro Ana María;PS;A;;17:00;18;372
24;Bravo Salinas Marta;UDI;A;;17:00;18;372
25;Brito Hasbún Jorge;PRD;A;;17:03;18;372
26;Bugueño Sotelo Félix;IND;A;;17:00;18;372
27;Bulnes Núñez Mercedes;IND;A;;17:00;18;372
28;Calisto Águila Miguel Ángel;IND;A;;17:00;18;372
29;Camaño Cárdenas Felipe;IND;A;;17:00;18;372
30;Cariola Oliva Karol;PC;A;;17:00;18;372
31;Carter Fernández Álvaro;UDI;A;;17:01;18;372
32;Castillo Rojas Nathalie;PC;A;;17:00;18;372
33;Castro Bascuñán José Miguel;RN;A;;17:00;18;372
34;Celis Montt Andrés;RN;A;;17:04;18;372
35;Cicardini Milla Daniella;PS;A;;17:00;18;372
36;Cid Versalovic Sofía;RN;A;;17:00;18;372
37;Cifuentes Lillo Ricardo;DC;A;;17:00;18;372
38;Coloma Álamos Juan Antonio;UDI;A;;17:02;18;372
39;Concha Smith Sara;PSC;A;;17:00;18;372
40;Cordero Velásquez María Luisa;IND;A;;17:00;18;372
41;Cornejo Lagos Eduardo;UDI;A;;17:00;18;372
42;Cuello Peña y Lillo Luis Alberto;PC;A;;17:00;18;372
43;De la Carrera Correa Gonzalo;IND;A;;17:00;18;372
44;De Rementería Venegas Tomás;IND;A;;17:00;18;372
45;Del Real Mihovilovic Catalina;IND;A;;17:00;18;372
46;Delgado Riquelme Viviana;IND;A;;17:00;18;372
47;Donoso Castro Felipe;UDI;A;;17:00;18;372
48;Durán Espinoza Jorge;RN;A;;17:00;18;372
49;Durán Salinas Eduardo;RN;A;;17:00;18;372
50;Flores Oporto Camila;RN;A;;17:00;18;372
51;Fries Monleón Lorena;PCS;A;;17:00;18;372
52;Fuenzalida Cobo Juan;UDI;A;;17:00;18;372
53;Gazmuri Vieira Ana María;PAH;A;;17:00;18;372
54;Giordano Salazar Andrés;IND;A;;17:00;18;372
55;González Gatica Félix;PEV;A;;17:03;18;372
56;González Olea Marta;IND;A;;17:03;18;372
57;González Villarroel Mauro;RN;A;;17:00;18;372
58;Guzmán Zepeda Jorge;EVOP;A;;17:00;18;372
59;Hertz Cádiz Carmen;PC;A;;17:00;18;372
60;Hirsch Goldschmidt Tomás;PAH;A;;17:00;18;372
61;Ibáñez Cotroneo Diego;PCS;A;;17:00;18;372
62;Ilabaca Cerda Marcos;PS;A;;17:00;18;372
63;Irarrázaval Rossel Juan Manuel;PREP;A;;17:00;18;372
64;Jiles Moreno Pamela;PH;I;LM;-;18;372
65;Jouannet Valderrama Andrés;APCH;A;;17:00;18;372
66;Jürgensen Rundshagen Harry;IND;A;;17:00;18;372
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;17:00;18;372
68;Labbé Martínez Cristian;UDI;A;;17:01;18;372
69;Labra Besserer Paula;IND;A;;17:03;18;372
70;Lagomarsino Guzmán Tomás;IND;A;;17:00;18;372
71;Lavín León Joaquín;UDI;A;;17:00;18;372
72;Leal Bizama Henry;UDI;A;;17:00;18;372
73;Lee Flores Enrique;PRI;I;LM;-;18;372
74;Leiva Carvajal Raúl;PS;A;;17:00;18;372
75;Lilayu Vivanco Daniel;UDI;A;;17:00;18;372
76;Longton Herrera Andrés;RN;A;;17:00;18;372
77;Malla Valenzuela Luis;LIBERAL;A;;17:00;18;372
78;Manouchehri Lobos Daniel;PS;A;;17:00;18;372
79;Martínez Ramírez Cristóbal;UDI;A;;17:00;18;372
80;Marzán Pinto Carolina;PPD;A;;17:06;18;372
81;Matheson Villán Christian;IND;A;;17:01;18;372
82;Medina Vásquez Karen;PDG;A;;17:08;18;372
83;Mellado Pino Cosme;PRSD;A;;17:00;18;372
84;Mellado Suazo Miguel;RN;A;;17:00;18;372
85;Melo Contreras Daniel;PS;A;;17:00;18;372
86;Meza Pereira José Carlos;PREP;A;;17:00;18;372
87;Mirosevic Verdugo Vlado;LIBERAL;A;;17:01;18;372
88;Mix Jiménez Claudia;COMUNES;A;;17:00;18;372
89;Molina Milman Helia;PPD;A;;17:01;18;372
90;Morales Alvarado Javiera;CS;A;;17:00;18;372
91;Morales Maldonado Carla;RN;A;;17:00;18;372
92;Moreira Barros Cristhian;UDI;A;;17:04;18;372
93;Moreno Bascur Benjamín;PREP;A;;17:00;18;372
94;Mulet Martínez Jaime;FRVS;A;;17:00;18;372
95;Muñoz González Francesca;PSC;A;;17:00;18;372
96;Musante Müller Camila;IND;A;;17:04;18;372
97;Naranjo Ortiz Jaime;PS;A;;17:00;18;372
98;Naveillan Arriagada Gloria;PDG;A;;17:00;18;372
99;Nuyado Ancapichún Emilia;PS;A;;17:00;18;372
100;Ñanco Vásquez Ericka;PRD;A;;17:05;18;372
101;Ojeda Rebolledo Mauricio;IND;A;;19:07;18;372
102;Olivera De La Fuente Erika;PDCH;A;;17:00;18;372
103;Orsini Pascal Maite;PRD;A;;17:00;18;372
104;Ossandón Irarrázabal Ximena;RN;A;;17:00;18;372
105;Oyarzo Figueroa Rubén Darío;IND;A;;17:05;18;372
106;Palma Pérez Hernán;IND;A;;17:00;18;372
107;Pérez Cartes Marlene;IND;A;;17:00;18;372
108;Pérez Olea Joanna;PDCH;A;;17:00;18;372
109;Pérez Salinas Catalina;PRD;A;;17:06;18;372
110;Pino Fuentes Víctor Alejandro;IND;A;;17:00;18;372
111;Pizarro Sierra Lorena;PC;A;;17:00;18;372
112;Placencia Cabello Alejandra;PC;A;;17:00;18;372
113;Pulgar Castillo Francisco;IND;A;;17:02;18;372
114;Ramírez Diez Guillermo;UDI;A;;17:01;18;372
115;Ramírez Pascal Matías;PC;A;;17:00;18;372
116;Raphael Mora Marcia;RN;A;;17:00;18;372
117;Rathgeb Schifferli Jorge;RN;A;;17:00;18;372
118;Rey Martínez Hugo;RN;A;;17:00;18;372
119;Riquelme Aliaga Marcela;IND;A;;17:03;18;372
120;Rivas Sánchez Gaspar;PDG;A;;17:00;18;372
121;Rojas Valderrama Camila;COMUNES;A;;17:00;18;372
122;Romero Leiva Agustín;PREP;A;;17:00;18;372
123;Romero Sáez Leonidas;IND;A;;17:00;18;372
124;Romero Talguia Natalia;IND;A;;17:02;18;372
125;Rosas Barrientos Patricio;IND;A;;17:00;18;372
126;Sáez Quiroz Jaime;PRD;A;;17:01;18;372
127;Saffirio Espinoza Jorge;PDCH;A;;17:00;18;372
128;Sagardía Cabezas Clara;IND;A;;17:01;18;372
129;Sánchez Ossa Luis;PREP;A;;17:00;18;372
130;Santana Castillo Juan;PS;A;;17:05;18;372
131;Santibáñez Novoa Marisela;IND;A;;17:04;18;372
132;Sauerbaum Muñoz Frank;RN;A;;17:00;18;372
133;Schalper Sepúlveda Diego;RN;A;;17:00;18;372
134;Schneider Videla Emilia;PCS;A;;17:00;18;372
135;Schubert Rubio Stephan;IND;A;;17:00;18;372
136;Sepúlveda Soto Alexis;PRSD;A;;17:00;18;372
137;Serrano Salazar Daniela;PC;A;;17:00;18;372
138;Soto Ferrada Leonardo;PS;A;;17:00;18;372
139;Soto Mardones Raúl;PPD;A;;17:07;18;372
140;Sulantay Olivares Marco Antonio;UDI;A;;17:00;18;372
141;Tapia Ramos Cristián;IND;A;;17:01;18;372
142;Teao Drago Hotuiti;IND;A;;17:00;18;372
143;Tello Rojas Carolina;PC;A;;17:00;18;372
144;Trisotti Martínez Renzo;IND;A;;17:00;18;372
145;Ulloa Aguilera Héctor;IND;A;;17:00;18;372
146;Undurraga Gazitúa Francisco;EVOP;A;;17:00;18;372
147;Undurraga Vicuña Alberto;DC;A;;17:00;18;372
148;Urruticoechea Ríos Cristóbal;IND;A;;17:03;18;372
149;Veloso Ávila Consuelo;PRD;A;;17:05;18;372
150;Venegas Salazar Nelson;PS;A;;17:00;18;372
151;Videla Castillo Sebastián;IND;A;;17:00;18;372
152;Von Mühlenbrock Zamora Gastón;UDI;A;;17:00;18;372
153;Weisse Novoa Flor;UDI;A;;17:01;18;372
154;Winter Etcheberry Gonzalo;PCS;A;;17:00;18;372
155;Yeomans Araya Gael;PCS;A;;17:00;18;372
1;Acevedo Sáez María Candelaria;PC;A;;10:03;19;372
2;Aedo Jeldres Eric;DC;A;;10:04;19;372
3;Ahumada Palma Yovana;IND;A;;10:06;19;372
4;Alessandri Vergara Jorge;UDI;A;;11:44;19;372
5;Alinco Bustos René;IND;A;;10:03;19;372
6;Araya Guerrero Jaime;IND;A;;10:07;19;372
7;Araya Lerdo De Tejada Cristián;PREP;A;;10:19;19;372
8;Arce Castro Mónica;IND;A;;10:05;19;372
9;Arroyo Muñoz Roberto;PSC;A;;10:03;19;372
10;Astudillo Peiretti Danisa;PS;A;;10:33;19;372
11;Barchiesi Chávez Chiara;PREP;A;;10:03;19;372
12;Barrera Moreno Boris;PC;A;;10:03;19;372
13;Barría Angulo Héctor;DC;I;IG;-;19;372
14;Becker Alvear Miguel Ángel;RN;A;;10:03;19;372
15;Bello Campos María Francisca;PCS;A;;10:14;19;372
16;Beltrán Silva Juan Carlos;RN;A;;10:03;19;372
17;Benavente Vergara Gustavo;UDI;A;;10:03;19;372
18;Berger Fett Bernardo;IND;A;;10:03;19;372
19;Bernales Maldonado Alejandro;LIBERAL;A;;10:06;19;372
20;Bianchi Chelech Carlos;IND;A;;10:03;19;372
21;Bobadilla Muñoz Sergio;UDI;A;;10:03;19;372
22;Bórquez Montecinos Fernando;UDI;A;;10:03;19;372
