ID;Nombre;Partido;Asistencia;Observacion;Hora Ingreso;ID_Sesion;ID_Legislatura
121;Rojas Valderrama Camila;COMUNES;A;;17:02;1;371
122;Romero Leiva Agustín;PREP;A;;17:02;1;371
123;Romero Sáez Leonidas;IND;A;;17:02;1;371
124;Romero Talguia Natalia;IND;A;;17:03;1;371
125;Rosas Barrientos Patricio;IND;A;;17:02;1;371
126;Sáez Quiroz Jaime;PRD;I;IG;-;1;371
127;Saffirio Espinoza Jorge;DC;A;;17:02;1;371
128;Sagardia Cabezas Clara;IND;A;;17:03;1;371
129;Sánchez Ossa Luis;PREP;A;;17:21;1;371
130;Santana Castillo Juan;PS;A;;17:05;1;371
131;Santibáñez Novoa Marisela;PC;A;;17:02;1;371
132;Sauerbaum Muñoz Frank;RN;A;;17:21;1;371
133;Schalper Sepúlveda Diego;RN;A;;17:36;1;371
134;Schneider Videla Emilia;COMUNES;A;;17:12;1;371
135;Schubert Rubio Stephan;IND;I;IG;-;1;371
136;Sepúlveda Soto Alexis;PRSD;A;;17:02;1;371
137;Serrano Salazar Daniela;PC;A;;17:02;1;371
138;Soto Ferrada Leonardo;PS;A;;17:04;1;371
139;Soto Mardones Raúl;PPD;A;;17:02;1;371
140;Sulantay Olivares Marco Antonio;UDI;A;;17:02;1;371
141;Tapia Ramos Cristián;IND;I;MO;-;1;371
142;Teao Drago Hotuiti;IND;A;;17:02;1;371
143;Tello Rojas Carolina;PC;A;;17:02;1;371
144;Trisotti Martínez Renzo;UDI;A;;17:02;1;371
145;Ulloa Aguilera Héctor;IND;A;;17:37;1;371
146;Undurraga Gazitúa Francisco;EVOP;A;;17:02;1;371
147;Undurraga Vicuña Alberto;DC;A;;17:26;1;371
148;Urruticoechea Ríos Cristóbal;PREP;A;;17:03;1;371
149;Veloso Ávila Consuelo;PRD;A;;17:02;1;371
150;Venegas Salazar Nelson;PS;A;;17:02;1;371
151;Videla Castillo Sebastián;IND;A;;17:02;1;371
152;Von Mühlenbrock Zamora Gastón;UDI;A;;17:13;1;371
153;Weisse Novoa Flor;UDI;A;;17:09;1;371
154;Winter Etcheberry Gonzalo;PCS;I;LM;-;1;371
155;Yeomans Araya Gael;PCS;A;;17:13;1;371
1;Acevedo Sáez María Candelaria;PC;A;;15:30;10;371
2;Aedo Jeldres Eric;DC;A;;15:33;10;371
3;Ahumada Palma Yovana;PDG;A;;15:35;10;371
4;Alessandri Vergara Jorge;UDI;A;;15:47;10;371
5;Alinco Bustos René;IND;A;;15:33;10;371
6;Araya Guerrero Jaime;IND;A;;15:34;10;371
7;Araya Lerdo De Tejada Cristián;PREP;A;;15:30;10;371
8;Arce Castro Mónica;IND;A;;15:34;10;371
9;Arroyo Muñoz Roberto;PDG;A;;15:30;10;371
10;Astudillo Peiretti Danisa;PS;A;;15:30;10;371
11;Barchiesi Chávez Chiara;PREP;A;;16:47;10;371
12;Barrera Moreno Boris;PC;A;;15:50;10;371
13;Barría Angulo Héctor;DC;A;;15:35;10;371
14;Becker Alvear Miguel Ángel;RN;A;;15:30;10;371
15;Bello Campos María Francisca;PCS;A;;15:48;10;371
16;Beltrán Silva Juan Carlos;RN;A;;15:30;10;371
17;Benavente Vergara Gustavo;UDI;A;;15:37;10;371
18;Berger Fett Bernardo;IND;A;;15:30;10;371
19;Bernales Maldonado Alejandro;LIBERAL;A;;15:38;10;371
20;Bianchi Chelech Carlos;IND;A;;15:37;10;371
21;Bobadilla Muñoz Sergio;UDI;A;;15:30;10;371
22;Bórquez Montecinos Fernando;UDI;A;;15:30;10;371
23;Bravo Castro Ana María;PS;A;;15:35;10;371
24;Bravo Salinas Marta;UDI;A;;15:30;10;371
25;Brito Hasbún Jorge;PRD;A;;15:30;10;371
26;Bugueño Sotelo Félix;FRVS;A;;15:30;10;371
27;Bulnes Núñez Mercedes;IND;A;;15:30;10;371
28;Calisto Águila Miguel Ángel;IND;A;;15:30;10;371
29;Camaño Cárdenas Felipe;IND;A;;15:31;10;371
30;Cariola Oliva Karol;PC;A;;15:33;10;371
31;Carter Fernández Álvaro;UDI;A;;15:33;10;371
32;Castillo Rojas Nathalie;PC;I;LM;-;10;371
33;Castro Bascuñán José Miguel;RN;A;;15:30;10;371
34;Celis Montt Andrés;RN;A;;15:30;10;371
35;Cicardini Milla Daniella;PS;A;;15:30;10;371
36;Cid Versalovic Sofía;RN;A;;15:30;10;371
37;Cifuentes Lillo Ricardo;DC;A;;15:31;10;371
38;Coloma Álamos Juan Antonio;UDI;A;;15:30;10;371
39;Concha Smith Sara;PSC;A;;15:30;10;371
40;Cordero Velásquez María Luisa;IND;A;;15:30;10;371
41;Cornejo Lagos Eduardo;UDI;A;;15:35;10;371
42;Cuello Peña Y Lillo Luis Alberto;PC;A;;15:34;10;371
43;De La Carrera Correa Gonzalo;IND;A;;15:30;10;371
44;De Rementería Venegas Tomás;IND;A;;16:29;10;371
45;Del Real Mihovilovic Catalina;RN;A;;15:32;10;371
46;Delgado Riquelme Viviana;PEV;A;;15:33;10;371
47;Donoso Castro Felipe;UDI;A;;15:30;10;371
48;Durán Espinoza Jorge;RN;A;;15:33;10;371
49;Durán Salinas Eduardo;RN;A;;15:34;10;371
50;Flores Oporto Camila;RN;I;PPN;-;10;371
51;Fries Monleón Lorena;IND;A;;15:39;10;371
52;Fuenzalida Cobo Juan;UDI;A;;15:30;10;371
53;Gazmuri Vieira Ana María;PAH;A;;15:34;10;371
54;Giordano Salazar Andrés;IND;A;;15:30;10;371
55;González Gatica Félix;PEV;A;;15:33;10;371
56;González Olea Marta;IND;A;;15:30;10;371
57;González Villarroel Mauro;RN;A;;15:30;10;371
58;Guzmán Zepeda Jorge;EVOP;A;;15:30;10;371
59;Hertz Cádiz Carmen;PC;I;IG;-;10;371
60;Hirsch Goldschmidt Tomás;PAH;I;IG;-;10;371
61;Ibáñez Cotroneo Diego;PCS;A;;15:38;10;371
62;Ilabaca Cerda Marcos;PS;A;;15:30;10;371
63;Irarrázaval Rossel Juan Manuel;PREP;A;;15:36;10;371
64;Jiles Moreno Pamela;PH;A;;15:40;10;371
65;Jouannet Valderrama Andrés;IND;A;;15:30;10;371
66;Jürgensen Rundshagen Harry;IND;A;;15:30;10;371
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;15:30;10;371
68;Labbé Martínez Cristian;UDI;A;;15:30;10;371
69;Labra Besserer Paula;IND;A;;15:30;10;371
70;Lagomarsino Guzmán Tomás;IND;A;;15:34;10;371
71;Lavín León Joaquín;UDI;A;;15:30;10;371
72;Leal Bizama Henry;UDI;A;;15:30;10;371
73;Lee Flores Enrique;PRI;A;;15:31;10;371
74;Leiva Carvajal Raúl;PS;A;;15:47;10;371
75;Lilayu Vivanco Daniel;UDI;A;;15:30;10;371
76;Longton Herrera Andrés;RN;A;;16:19;10;371
77;Malla Valenzuela Luis;LIBERAL;A;;15:31;10;371
78;Manouchehri Lobos Daniel;PS;A;;15:37;10;371
79;Martínez Ramírez Cristóbal;UDI;A;;15:30;10;371
80;Marzán Pinto Carolina;PPD;A;;15:34;10;371
81;Matheson Villán Christian;IND;A;;15:39;10;371
82;Medina Vásquez Karen;PDG;A;;15:55;10;371
83;Mellado Pino Cosme;PRSD;A;;15:35;10;371
84;Mellado Suazo Miguel;RN;A;;15:30;10;371
85;Melo Contreras Daniel;PS;A;;15:42;10;371
86;Meza Pereira José Carlos;PREP;I;SPCA;-;10;371
87;Mirosevic Verdugo Vlado;LIBERAL;A;;15:30;10;371
88;Mix Jiménez Claudia;COMUNES;A;;15:35;10;371
89;Molina Milman Helia;PPD;A;;15:38;10;371
90;Morales Alvarado Javiera;CS;A;;15:42;10;371
91;Morales Maldonado Carla;RN;A;;15:30;10;371
92;Moreira Barros Cristhian;UDI;A;;15:34;10;371
93;Moreno Bascur Benjamín;PREP;A;;15:30;10;371
94;Mulet Martínez Jaime;FRVS;A;;17:02;10;371
95;Muñoz González Francesca;RN;A;;15:30;10;371
96;Musante Müller Camila;IND;A;;15:30;10;371
97;Naranjo Ortiz Jaime;PS;A;;15:30;10;371
98;Naveillan Arriagada Gloria;PDG;A;;15:30;10;371
99;Nuyado Ancapichún Emilia;PS;A;;15:30;10;371
100;Ñanco Vásquez Ericka;PRD;A;;15:38;10;371
101;Ojeda Rebolledo Mauricio;IND;A;;15:33;10;371
102;Olivera De La Fuente Erika;IND;A;;15:30;10;371
103;Orsini Pascal Maite;PRD;A;;15:35;10;371
104;Ossandón Irarrázabal Ximena;RN;A;;15:30;10;371
105;Oyarzo Figueroa Rubén Darío;PDG;A;;15:38;10;371
106;Palma Pérez Hernán;IND;A;;15:34;10;371
107;Pérez Cartes Marlene;IND;I;IG;-;10;371
108;Pérez Olea Joanna;DC;A;;15:30;10;371
109;Pérez Salinas Catalina;PRD;A;;15:37;10;371
110;Pino Fuentes Víctor Alejandro;PDG;A;;15:30;10;371
111;Pizarro Sierra Lorena;PC;I;LM;-;10;371
112;Placencia Cabello Alejandra;PC;A;;15:50;10;371
113;Pulgar Castillo Francisco;IND;A;;15:30;10;371
114;Ramírez Diez Guillermo;UDI;A;;15:30;10;371
115;Ramírez Pascal Matías;PC;A;;15:30;10;371
116;Raphael Mora Marcia;RN;A;;15:33;10;371
117;Rathgeb Schifferli Jorge;RN;A;;15:30;10;371
118;Rey Martínez Hugo;RN;A;;15:30;10;371
119;Riquelme Aliaga Marcela;IND;A;;15:31;10;371
120;Rivas Sánchez Gaspar;PDG;A;;16:12;10;371
121;Rojas Valderrama Camila;COMUNES;A;;15:36;10;371
122;Romero Leiva Agustín;PREP;A;;15:33;10;371
123;Romero Sáez Leonidas;IND;A;;15:30;10;371
124;Romero Talguia Natalia;IND;A;;15:30;10;371
125;Rosas Barrientos Patricio;IND;I;LM;-;10;371
126;Sáez Quiroz Jaime;PRD;A;;15:30;10;371
127;Saffirio Espinoza Jorge;DC;A;;15:30;10;371
128;Sagardia Cabezas Clara;IND;A;;15:33;10;371
129;Sánchez Ossa Luis;PREP;A;;15:33;10;371
130;Santana Castillo Juan;PS;A;;15:50;10;371
131;Santibáñez Novoa Marisela;PC;A;;15:30;10;371
132;Sauerbaum Muñoz Frank;RN;A;;15:30;10;371
133;Schalper Sepúlveda Diego;RN;A;;15:45;10;371
134;Schneider Videla Emilia;COMUNES;A;;15:30;10;371
135;Schubert Rubio Stephan;IND;A;;15:30;10;371
136;Sepúlveda Soto Alexis;PRSD;A;;15:58;10;371
137;Serrano Salazar Daniela;PC;A;;15:43;10;371
138;Soto Ferrada Leonardo;PS;A;;15:41;10;371
139;Soto Mardones Raúl;PPD;A;;15:30;10;371
140;Sulantay Olivares Marco Antonio;UDI;A;;15:35;10;371
141;Tapia Ramos Cristián;IND;A;;15:36;10;371
142;Teao Drago Hotuiti;IND;A;;15:33;10;371
143;Tello Rojas Carolina;PC;A;;15:34;10;371
144;Trisotti Martínez Renzo;UDI;A;;15:31;10;371
145;Ulloa Aguilera Héctor;IND;A;;15:30;10;371
146;Undurraga Gazitúa Francisco;EVOP;A;;15:30;10;371
147;Undurraga Vicuña Alberto;DC;A;;15:35;10;371
148;Urruticoechea Ríos Cristóbal;PREP;A;;15:34;10;371
149;Veloso Ávila Consuelo;PRD;I;LM;-;10;371
150;Venegas Salazar Nelson;PS;A;;15:30;10;371
151;Videla Castillo Sebastián;IND;A;;15:33;10;371
152;Von Mühlenbrock Zamora Gastón;UDI;A;;15:30;10;371
153;Weisse Novoa Flor;UDI;A;;15:30;10;371
154;Winter Etcheberry Gonzalo;PCS;A;;15:44;10;371
155;Yeomans Araya Gael;PCS;A;;15:38;10;371
1;Acevedo Sáez María Candelaria;PC;A;;10:04;100;371
2;Aedo Jeldres Eric;DC;A;;10:14;100;371
3;Ahumada Palma Yovana;IND;A;;10:04;100;371
4;Alessandri Vergara Jorge;UDI;A;;11:37;100;371
5;Alinco Bustos René;IND;A;;10:04;100;371
6;Araya Guerrero Jaime;IND;A;;10:04;100;371
7;Araya Lerdo de Tejada Cristián;PREP;A;;10:30;100;371
8;Arce Castro Mónica;IND;I;;-;100;371
9;Arroyo Muñoz Roberto;PSC;A;;10:04;100;371
10;Astudillo Peiretti Danisa;PS;A;;10:07;100;371
11;Barchiesi Chávez Chiara;PREP;A;;10:06;100;371
12;Barrera Moreno Boris;PC;A;;10:04;100;371
13;Barría Angulo Héctor;DC;A;;10:12;100;371
14;Becker Alvear Miguel Ángel;RN;A;;10:04;100;371
15;Bello Campos María Francisca;PCS;A;;10:04;100;371
16;Beltrán Silva Juan Carlos;RN;A;;10:04;100;371
17;Benavente Vergara Gustavo;UDI;A;;10:04;100;371
18;Berger Fett Bernardo;IND;A;;10:07;100;371
19;Bernales Maldonado Alejandro;LIBERAL;A;;10:04;100;371
20;Bianchi Chelech Carlos;IND;A;;10:05;100;371
21;Bobadilla Muñoz Sergio;UDI;A;;10:04;100;371
22;Bórquez Montecinos Fernando;UDI;A;;10:04;100;371
23;Bravo Castro Ana María;PS;A;;10:04;100;371
24;Bravo Salinas Marta;UDI;A;;10:35;100;371
25;Brito Hasbún Jorge;PRD;A;;10:04;100;371
26;Bugueño Sotelo Félix;IND;A;;10:04;100;371
27;Bulnes Núñez Mercedes;IND;A;;10:04;100;371
28;Calisto Águila Miguel Ángel;IND;I;SPCA;-;100;371
29;Camaño Cárdenas Felipe;IND;A;;10:04;100;371
30;Cariola Oliva Karol;PC;A;;10:28;100;371
31;Carter Fernández Álvaro;UDI;A;;10:08;100;371
32;Castillo Rojas Nathalie;PC;A;;10:04;100;371
33;Castro Bascuñán José Miguel;RN;A;;10:07;100;371
34;Celis Montt Andrés;RN;A;;11:45;100;371
35;Cicardini Milla Daniella;PS;A;;10:28;100;371
36;Cid Versalovic Sofía;RN;A;;12:04;100;371
37;Cifuentes Lillo Ricardo;DC;A;;10:04;100;371
38;Coloma Álamos Juan Antonio;UDI;A;;10:04;100;371
39;Concha Smith Sara;PSC;A;;10:04;100;371
40;Cordero Velásquez María Luisa;IND;I;D;-;100;371
41;Cornejo Lagos Eduardo;UDI;A;;10:08;100;371
42;Cuello Peña y Lillo Luis Alberto;PC;A;;10:11;100;371
43;De La Carrera Correa Gonzalo;IND;A;;10:55;100;371
44;De Rementería Venegas Tomás;IND;A;;10:15;100;371
45;Del Real Mihovilovic Catalina;IND;A;;10:19;100;371
46;Delgado Riquelme Viviana;IND;A;;10:05;100;371
47;Donoso Castro Felipe;UDI;A;;10:04;100;371
48;Durán Espinoza Jorge;RN;A;;10:04;100;371
49;Durán Salinas Eduardo;RN;A;;10:04;100;371
50;Flores Oporto Camila;RN;A;;10:37;100;371
51;Fries Monleón Lorena;PCS;A;;10:04;100;371
52;Fuenzalida Cobo Juan;UDI;I;SPCA;-;100;371
53;Gazmuri Vieira Ana María;PAH;A;;10:38;100;371
54;Giordano Salazar Andrés;IND;A;;10:04;100;371
55;González Gatica Félix;PEV;A;;10:14;100;371
56;González Olea Marta;IND;A;;10:07;100;371
57;González Villarroel Mauro;RN;A;;10:09;100;371
58;Guzmán Zepeda Jorge;EVOP;A;;10:29;100;371
59;Hertz Cádiz Carmen;PC;A;;10:28;100;371
60;Hirsch Goldschmidt Tomás;PAH;A;;10:59;100;371
61;Ibáñez Cotroneo Diego;PCS;A;;10:04;100;371
62;Ilabaca Cerda Marcos;PS;A;;10:04;100;371
63;Irarrázaval Rossel Juan Manuel;PREP;A;;10:04;100;371
64;Jiles Moreno Pamela;PH;A;;11:37;100;371
65;Jouannet Valderrama Andrés;APCH;A;;10:04;100;371
66;Jürgensen Rundshagen Harry;IND;A;;10:04;100;371
67;Kaiser Barents-Von Hohenhagen Johannes;IND;A;;10:04;100;371
68;Labbé Martínez Cristian;UDI;A;;10:20;100;371
69;Labra Besserer Paula;IND;A;;10:07;100;371
70;Lagomarsino Guzmán Tomás;IND;A;;10:04;100;371
71;Lavín León Joaquín;UDI;A;;11:55;100;371
72;Leal Bizama Henry;UDI;A;;10:24;100;371
73;Lee Flores Enrique;PRI;A;;12:08;100;371
74;Leiva Carvajal Raúl;PS;A;;10:23;100;371
75;Lilayu Vivanco Daniel;UDI;A;;10:04;100;371
76;Longton Herrera Andrés;RN;A;;10:17;100;371
77;Malla Valenzuela Luis;LIBERAL;A;;11:00;100;371
78;Manouchehri Lobos Daniel;PS;A;;10:28;100;371
79;Martínez Ramírez Cristóbal;UDI;A;;10:09;100;371
80;Marzán Pinto Carolina;PPD;A;;10:09;100;371
81;Matheson Villán Christian;IND;A;;10:04;100;371
82;Medina Vásquez Karen;PDG;A;;10:20;100;371
83;Mellado Pino Cosme;PRSD;A;;10:07;100;371
84;Mellado Suazo Miguel;RN;A;;10:04;100;371
85;Melo Contreras Daniel;PS;I;IG;-;100;371
86;Meza Pereira José Carlos;PREP;A;;10:04;100;371
87;Mirosevic Verdugo Vlado;LIBERAL;A;;10:17;100;371
88;Mix Jiménez Claudia;COMUNES;A;;10:04;100;371
89;Molina Milman Helia;PPD;A;;10:15;100;371
90;Morales Alvarado Javiera;CS;A;;10:08;100;371
91;Morales Maldonado Carla;RN;A;;10:07;100;371
92;Moreira Barros Cristhian;UDI;A;;10:04;100;371
93;Moreno Bascur Benjamín;PREP;A;;10:04;100;371
94;Mulet Martínez Jaime;FRVS;A;;10:05;100;371
95;Muñoz González Francesca;PSC;A;;10:27;100;371
96;Musante Müller Camila;IND;A;;10:04;100;371
97;Naranjo Ortiz Jaime;PS;A;;10:05;100;371
98;Naveillan Arriagada Gloria;PDG;A;;10:37;100;371
99;Nuyado Ancapichún Emilia;PS;A;;10:04;100;371
100;Ñanco Vásquez Ericka;PRD;A;;10:44;100;371
101;Ojeda Rebolledo Mauricio;IND;A;;10:06;100;371
102;Olivera De la Fuente Erika;PDCH;A;;10:04;100;371
103;Orsini Pascal Maite;PRD;A;;10:18;100;371
104;Ossandón Irarrázabal Ximena;RN;A;;10:07;100;371
105;Oyarzo Figueroa Rubén Darío;PDG;A;;10:09;100;371
106;Palma Pérez Hernán;IND;I;IG;-;100;371
107;Pérez Cartes Marlene;IND;A;;10:23;100;371
108;Pérez Olea Joanna;PDCH;A;;10:09;100;371
109;Pérez Salinas Catalina;PRD;A;;10:12;100;371
110;Pino Fuentes Víctor Alejandro;PDG;I;LM;-;100;371
111;Pizarro Sierra Lorena;PC;A;;10:04;100;371
112;Placencia Cabello Alejandra;PC;A;;10:04;100;371
113;Pulgar Castillo Francisco;IND;A;;10:04;100;371
114;Ramírez Diez Guillermo;UDI;A;;10:30;100;371
115;Ramírez Pascal Matías;PC;A;;10:04;100;371
116;Raphael Mora Marcia;RN;A;;10:04;100;371
117;Rathgeb Schifferli Jorge;RN;A;;10:04;100;371
118;Rey Martínez Hugo;RN;A;;10:19;100;371
119;Riquelme Aliaga Marcela;IND;A;;10:04;100;371
120;Rivas Sánchez Gaspar;PDG;A;;10:59;100;371
121;Rojas Valderrama Camila;COMUNES;A;;10:09;100;371
122;Romero Leiva Agustín;PREP;A;;10:04;100;371
123;Romero Sáez Leonidas;IND;I;LM;-;100;371
124;Romero Talguia Natalia;IND;A;;10:32;100;371
125;Rosas Barrientos Patricio;IND;A;;10:04;100;371
126;Sáez Quiroz Jaime;PRD;A;;10:04;100;371
127;Saffirio Espinoza Jorge;PDCH;A;;10:04;100;371
128;Sagardía Cabezas Clara;IND;A;;10:04;100;371
129;Sánchez Ossa Luis;PREP;A;;10:06;100;371
130;Santana Castillo Juan;PS;A;;10:52;100;371
131;Santibáñez Novoa Marisela;PC;A;;11:27;100;371
132;Sauerbaum Muñoz Frank;RN;A;;10:04;100;371
133;Schalper Sepúlveda Diego;RN;A;;10:14;100;371
134;Schneider Videla Emilia;PCS;A;;10:23;100;371
135;Schubert Rubio Stephan;IND;A;;10:06;100;371
136;Sepúlveda Soto Alexis;PRSD;A;;10:20;100;371
137;Serrano Salazar Daniela;PC;A;;10:09;100;371
138;Soto Ferrada Leonardo;PS;A;;10:04;100;371
139;Soto Mardones Raúl;PPD;A;;10:04;100;371
140;Sulantay Olivares Marco Antonio;UDI;I;IG;-;100;371
141;Tapia Ramos Cristián;IND;A;;10:23;100;371
142;Teao Drago Hotuiti;IND;A;;10:15;100;371
143;Tello Rojas Carolina;PC;A;;10:08;100;371
144;Trisotti Martínez Renzo;UDI;I;SPCA;-;100;371
145;Ulloa Aguilera Héctor;IND;A;;10:43;100;371
146;Undurraga Gazitúa Francisco;EVOP;A;;10:04;100;371
